pub_date,tag,header,full_text
06.11.2024, Культура,В театре Тинчурина наградят лучшие школьные и семейные театры Татарстана,"8 ноября в Татарском государственном театре драмы и комедии им. Карима Тинчурина состоится гала-концерт II республиканского фестиваля-конкурса школьных театров «Театр без возраста» и семейных театров «Семейные традиции». Конкурс, объединяющий школьные и семейные театры, в Татарстане проводится во второй раз. Его организует театр им. К.Тинчурина совместно с Министерством культуры РТ, Министерством образования и науки РТ. Заявки на участие от школьников и семей принимались до 25 сентября. Всего было получено 70 заявок. Среди них были школьные и семейные театры из Буинского, Муслюмовского, Сабинского, Бугульминского, Агрызского, Кукморского, Бавлинского, Дрожжановского, Заинского, Атнинского, Ютазинского, Тетюшского, Апастовского, Лаишевского, Тюлячинского, Высокогорского, Алексеевского, Балтасинского, Алькеевского, Мензелинского, Сармановского, Чистопольского, Актанышского, Черемшанского районов, городов Набережные Челны, Казань, а также из г. Ижевск Республики Удмуртия. Отборочные туры фестиваля – смотры спектаклей школьных и семейных театров состоялись в театре Тинчурина в конце октября – начале ноября. Добавим, фестиваль направлен на укрепление связей между театром Тинчурина и школами республики, выявление и помощь в развитии талантливых детей, привлечение к культурно-историческому наследию детей и взрослых, воспитание у детей любви и уважения к татарскому языку и истории, патриотизма и гражданской ответственности. --- Театр Тинчурина № --- | 06.11.2024"
06.11.2024, Происшествия,"30-летний казанец скончался в больнице после того, как попал под колеса маршрутки","В Казани 5 ноября скончался 30-летний мужчина, которого сбил автобус на пешеходном переходе. Об этом сообщили в пресс-службе городской Госавтоинспекции. По информации ведомства, инцидент произошел 21 октября на улице Назарбаева. Установлено, что пешеход не убедился в безопасности и начал переходить дорогу перед движущимся автобусом. Мужчину госпитализировали с травмой головы, однако накануне, в 21:30, он скончался в нейрохирургическом отделении. --- Вести-Татарстан № --- | 06.11.2024"
06.11.2024, Общество,Кому в декабре положено две пенсии,"В декабре часть российских пенсионеров ждет две пенсии. Это коснется тех, кто получает пенсии в первых числах января. Пенсия за январь должна будет прийти в увеличенном размере с учетом индексации в 2025 году. Это связано с длинными новогодними выходными, в течение которых банки и почтовые отделения не будут работать. Пенсия будет повышена для всех категорий пенсионеров, в том числе работающих. В январе граждане, как работающие, так и неработающие, получат суммы пенсий с учетом индексации. Но нужно иметь в виду, что следующая выплата будет только в феврале. По прогнозу, страховые пенсии вырастут на 7,3% по ожидаемому уровню инфляции по итогам года. Юлия ЗАЙНУЛЛИНА Челнинские известия № --- | 06.11.2024"
06.11.2024, Общество,Рустам Минниханов поздравил жителей Татарстана с Днем Конституции,"Раис Татарстана Рустам Минниханов поздравил жителей республики с Днем Конституции на своих странице в Telegram, опубликовав видеопоздравление. В ролике представлены кадры хроники, запечатлевшие процесс принятия Основного закона республики в 1992 году. — Татарстан Республикасы Конституциясе көне белән! С Днем Конституции Республики Татарстан, — отметил Минниханов в своем обращении. Напомним, что в честь Дня Конституции республики, казанскую телебашню украсят праздничной подсветкой. С 18.00 до 23.00 на медиафасаде телебашни будет транслироваться поздравление «С Днем Конституции Республики Татарстан!» на русском и татарском языках. --- Реальное время № --- | 06.11.2024"
05.11.2024, Происшествия,Пострадавшие на пожаре 39-летняя мать и 4-летний ребенок идут на поправку,"39-летняя жительница Набережных Челнов и ее 4-летний ребенок, которых вытащили из горящей квартиры, идут на поправку. Как нам сообщили в пресс-службе горздрава, женщина проходит курс лечения в БСМП, у нее наблюдается положительная динамика. Ее малолетний ребенок с ожогами дыхательных путей был госпитализирован в отделение реанимации КДМЦ. Сейчас находится в удовлетворительном состоянии, восстанавливается. Напомним, пожар случился 30 октября в доме 16/09, где семья снимала двухкомнатную квартиру. Площадь возгорания составила 12 квадратных метров. Отец семейства, пришедший из магазина, спас из огня 39-летнюю жену и 4-летнего ребенка. Оба находились в критическом состоянии. Предварительная версия – неосторожное обращение с огнем. Фото: pxhere.com Ляля ГАЙФУТДИНОВА Челнинские известия № --- | 05.11.2024"
05.11.2024, Экология,"Синоптики сообщили, что в Татарстан идет потепление","К Татарстану приближается антициклон, который принесет потепление, сообщает профессор КФУ Юрий Переведенцев. По прогнозу Гидрометцентра РТ, с четверга, 7 ноября, температура как днем, так и ночью поднимется выше климатической нормы. Характер погоды будет переменчивым, но сильных катаклизмов не предвидится. Осадки ожидаются в виде небольшого смешанного дождя и снега. Снег, уже выпавший в некоторых районах, будет временным. Постоянный снежный покров устанавливается при температуре ниже -5 градусов, что обычно происходит в период с 21 по 23 ноября. --- Вести-Татарстан № --- | 05.11.2024"
05.11.2024, Культура,В Татарстане во время раскопок нашли артефакты бронзового века,"В селе Исергапово Бавлинского района во время раскопок нашли артефакты бронзового века. Речь идет о лепной керамике и трех бронзовых серпах, сообщает Комитет Татарстана по охране объектов культурного наследия. Как рассказали специалисты, в Исергапово нашли древнее поселение. К раскопкам приступили в сентябре. Во время работ археологи обнаружили несколько артефактов и кости животных. Речь идет о трех бронзовых серпах ибракаевского типа, датируемых XVI−XIV веками до нашей эры. Завершить раскопки планируют в середине ноября. Серпы ибракаевского типа сильно изогнутые с высотой дуги от трех до шести сантиметров. В основном они принадлежали населению срубной культуры. --- Татпресса.ру № --- | 05.11.2024"
05.11.2024, Происшествия,Аферисты позвонили жительнице РТ от имени умершей мамы,"Умершие россияне стали звонить родственникам и просить перевести им деньги. С помощью ИИ мошенники создают точную копию голоса покойника. Об этом сообщает «Комсомольская правда». Жертвой едва не стала девушка из Татарстана Ильсия. Ей «позвонила» мама, которой нет в живых. Звонившая рассказала, что связалась с дочерью благодаря разработке тибетских ученых, научившихся связывать два мира. Также «мама» заявила, что эта услуга платная, поэтому нужно срочно перечислить 20 000 рублей на карту «посредников». К счастью, рядом оказался здравомыслящий муж и не дал жительнице РТ совершить перевод. Фото: ru.freepik.com --- Татпресса.ру № --- | 05.11.2024"
05.11.2024, Происшествия,"Прокуратура потребовала устранить свалку, которая испортила 8000 кв. метров земли в Татарстане","Прокуратура в Спасском районе Татарстана потребовала устранить свалку, которая испортила 8000 квадратных метров сельскохозяйственных земель. Об этом сообщила пресс-служба ведомства. В ходе проверки было установлено, что на земельном участке сельскохозяйственного назначения в Ямбухтинском сельском поселении велась незаконная разработка полезных ископаемых, в результате чего образовалась несанкционированная свалка. Это привело к тому, что более 8000 квадратных метров земли стали непригодными для использования. По итогам проверки прокурор Спасского района обратился в суд с исковым заявлением, в котором потребовал от исполкома сельского поселения ликвидировать свалку твердых коммунальных отходов, восстановить карьер песка и рекультивировать нарушенные земли. Фото: взято с телеграм-канала прокуратуры Татарстана --- Реальное время № --- | 05.11.2024"
05.11.2024, Общество,"200 татарстанцев имеют доход по вкладам, превышающий 1 млн рублей","33 тысячи жителей Татарстана заплатят в 2024 году новый налог на доходы по банковским вкладам, сообщил на брифинге в кабмине руководитель республиканской налоговой службы Марат Сафиуллин. Он также добавил, что порядка 200 татарстанцев имеют доход по вкладам, превышающий 1 млн рублей. Всего, по данным ИФНС, в Татарстане 2,4 млн налогоплательщиков. Таким образом, менее 1,3% из них имеют на счетах вклады, доход с которых превышает 150 тыс. рублей в год. Фото: скриншот сайта Кабмина РТ --- Реальное время № --- | 05.11.2024"
05.11.2024, Криминал,Мошенники обокрали пенсионера из Татарстана почти на 18 млн рублей,"В Казани пенсионер стал жертвой мошенников и лишился почти 18 миллионов рублей. Об этом сообщает пресс-служба МВД по Татарстану. Потерпевший рассказал, что получил сообщение от бывшего руководителя. Мужчина попытался связаться с ним по телефону, но бывший начальник написал, что не имеет возможности говорить, поэтому придется общаться в чате. Ему сообщили, что злоумышленники завладели полной информацией, включая персональные данные, по всем работникам учреждения, включая заявителя. С помощью этой информации мошенники пытались вывести деньги действующих и бывших работников для финансирования ВСУ. Затем с потерпевшим связался «сотрудник ФСБ», который стал его «куратором». Он заявил, что ситуация с персональными данными серьезная и уже возбуждено уголовное дело. Для предотвращения преступления необходимо было перечислить средства на «безопасный» счет, с которого деньги вернут заявителю после проверки. Заявитель выполнил все инструкции и передал мошенникам наличными суммарно 17,8 млн рублей. В настоящее время возбуждено уголовное дело по ч. 4 ст. 159 УК РФ «Мошенничество в особо крупном размере». --- Реальное время № --- | 05.11.2024"
05.11.2024, Происшествия,Полицейские задержали стрелявших с балкона одного из домов в Зеленодольске,"Сотрудники полиции задержали двоих из троих стрелявших с балкона одного из домов в Зеленодольске. В Сети появилось видео, на котором снято, как двое мужчин и женщина стреляют из оружия, по виду похожего на огнестрельное с балкона дома в сторону улицы. Полицейские установили квартиру в одном из домов на улице Ленина, из которой велась стрельба, выехали на место и задержали двоих стрелявших. По днным МВД по РТ, в настоящее время третьего ищут. По предварительным данным, автомат оказался охолощенным. --- Татар-информ № --- | 05.11.2024"
04.11.2024, Культура,В кинотеатре «Мир» состоялась творческая встреча с народной артисткой РТ Наилей Ибрагимовой,"В рамках проекта ""Кино + Театр"" в кинотеатре ""Мир"" состоялся показ видеоверсии спектакля «Гөргөри кияүләре». После просмотра народная артистка Республики Татарстан Наиля Ибрагимова поделилась своими мыслями о постановке со зрителями. Актриса отметила, что некоторые спектакли уже давно стали частью ее творческой биографии, и они продолжают напоминать о том, через какие испытания прошли татарские женщины. В качестве примера она привела роль из спектакля «Женитьба Фигаро», которую ей довелось исполнять в молодости. ""Роль всегда требует ответственности, игры, голоса, силы. Если у тебя есть все эти качества, то сложность отходит на второй план. Ведь, по сути, один и тот же человек играет и в кино, и на сцене. Главное – усердно работать. Зритель всегда почувствует, если что-то будет неискренним"". Также Наиля подчеркнула силу и талант современных татарских артистов, отметив их скромность и трудолюбие. Она выразила сожаление по поводу ухода корифеев театра, упомянув недавнюю утрату – смерть Рената Тазетдинова. ""Из старого поколения нас осталось всего пятеро, и эта эпоха постепенно уходит"", – добавила артистка. --- Татаркино № --- | 04.11.2024"
04.11.2024, Экология,"В Татарстане ожидается снег, метель, гололедица и сильный ветер","В первый рабочий день праздничной недели в Татарстане ожидаются неблагоприятные погодные условия: снег, метель, гололедица и усиление юго-восточного ветра до 14 м/с. Об этом сообщает Гидрометцентр РТ. Синоптики прогнозируют, что в ночь на вторник, 5 ноября, температура в республике опустится до -2, -7 градусов. Днем термометры не поднимутся выше 0, -3 градусов. В Казани в предстоящую ночь температура воздуха также снизится до -3, -5 градусов, а максимальная температура днем составит 0, -2 градуса. Фото: freepik --- Вести-Татарстан № --- | 04.11.2024"
04.11.2024, Происшествия,"В Башкирии отец, пытавшийся спасти в пожаре 10-летнюю дочь, не сможет работать","Трагическое происшествие в селе Ибраево Кигинского района Башкирии потрясло местных жителей: во время пожара погибла 10-летняя девочка, а её отец получил серьезные травмы при попытке спасти ребенка. Инцидент произошел 3 ноября. В момент пожара в доме находились две сестры-близняшки. Одной из девочек удалось выбраться и позвать на помощь соседей, где в тот момент находились родители с двумя другими детьми. Узнав о пожаре, отец бросился в горящий дом на поиски второй дочери. В результате мужчина получил обширные ожоги. По словам родственницы семьи Арины Макаровой, состояние пострадавшего настолько серьезное, что он уже не сможет работать. «Огонь не только унес жизнь ребенка, но и оставил семью без крова и имущества. Все, что было нажито годами, превратилось в пепел», — рассказала Макарова в социальных сетях. Сейчас местные жители организовали сбор помощи для семьи, где помимо погибшей девочки воспитывались еще три дочери. Многодетной матери, оставшейся с детьми и травмированным супругом, требуется поддержка земляков. Тело погибшей девочки обнаружили после того, как пожарным удалось потушить пламя. Фото: соцсети Источник --- Татпресса.ру № --- | 04.11.2024"
04.11.2024, Культура,"В Казани прошел фестиваль, посвященный 90-летию Ильгама Шакирова","В Татарстане начались юбилейные концерты, посвященные 90-летию известного народного артиста России и Татарстана, лауреата госпремии им. Тукая Ильгама Шакирова. В Казани прошел фестиваль «Татар моңы» — в фойе Татарской государственной филармонии зрителей встречал пятиголосный хор «Мирас» под руководством Наиля Бареева. Первый день фестиваля прошел на малой родине звезды татарской эстрады — в деревне Яна-Буляк Тукаевского района. Концерт составили из песен Шакирова, которые прозвучали в исполнении народного артиста Татарстана Виля Усманова, лауреатов республиканской премии им. Шакирова Резеды Галимовой, Фердинанда Салахова. Второй день фестиваля прошел в Казани. Здесь организовали выставку из редких фотографий великого певца, афиш и статей разных лет. Концерт начался с песни «Иртәнге җыр» в исполнении певиц Гульнары Байназаровой, Фариды Сунгатовой, Айгуль Гардисламовой. На сцене также выступили артисты Асхат Хисматов, Артур Исламов, Эльза Заяри, Асылъяр, Усманов, Саида Мухаметзянова, Татьяна Ефремова. Шакиров скончался 16 января 2019 года в РКБ, не дожив ровно месяц до своего 84-летия. Знаменитый татарский певец в 2010-м официально ушел со сцены. С 1960 года был ведущим солистом-вокалистом Татарской государственной филармонии им. Тукая, работал художественным руководителем. В 1986-м артиста наградили орденом Дружбы народов, а в 2010 году — орденом Почета. В апреле 2019-го глава Татарстана Рустам Минниханов открыл в «Казань Экспо» концертный зал им. Шакирова, а также поздравил лауреатов Государственной премии им. Тукая. В августе 2024-го началась заявочная кампания на премию им. Шакирова, которая продлится до 15 ноября. Она была учреждена решением кабмина РТ в 2020-м и вручается один раз в два года в торжественной обстановке ко дню рождения артиста. Призовой фонд составляет 600 тыс. рублей. Присуждаются три премии по 200 тыс. рублей: двум вокалистам (мужчине и женщине) и исполнителю в номинации «Народное пение». Источник --- Татарская госфилармония № --- | 04.11.2024"
03.11.2024, Происшествия,МЧС: Взрыв самогонного аппарата разнес две квартиры в Вологде,"В Вологде взорвавшийся самогонный аппарат разнес две квартиры. Об этом в своем Telegram-канале сообщает МЧС России. Как отмечает ведомство, инцидент произошел на втором этаже пятиэтажного дома. ""Из-за хлопка самогонного аппарата произошло обрушение межквартирной перегородки"", - уточнили в МЧС. В ведомстве пояснили, что несущие конструкции здания не пострадали. При этом травмы получили четыре человека, двоих из них пришлось госпитализировать. На кадрах, снятых сотрудниками МЧС, видна обрушившая стена. В ведомстве добавили, что на месте ЧП работают 28 специалистов и девять единиц техники. --- Татпресса.ру № --- | 03.11.2024"
03.11.2024, Культура,"Камаловцы приняли участие в литературно-музыкальном вечере, посвященном 135-летию Сагита Сюнчелея (ФОТО)","В Литературном музее им. Г.Тукая состоялся вечер, посвященный 135-летию со дня рождения поэта Сагита Сюнчелея. В мероприятии приняли участие актеры театра заслуженный артист РФ, народный артист РТ Ильдус Ахметзянов, заслуженные артисты РТ Ирек Кашапов, Алмаз Сабирзянов, Раиль Шамсуаров, Артур Шайдуллин, а также Алмаз Бурганов. --- Камаловский театр № --- | 03.11.2024"
03.11.2024, Происшествия,10-летняя девочка погибла при пожаре в Башкирии,"В деревне Ибраево Кигинского района пожарные МЧС России прибыли на тушение жилого бревенчатого дома, который горел изнутри по всей площади. Дознавателем МЧС России установлено, что на момент возникновения пожара в доме находились две сестренки-близняшки. Родители и еще двое детей были у соседей. Когда произошел пожар, одна из девочек успела выбежать и позвала отца на помощь. 41-летний отец семейства пытался спасти дочь, но не смог ее найти и получил сильные ожоги II и III степени 50% тела, его экстренно доставили в реанимацию. Позже, в ходе разбора места пожара, к сожалению, была обнаружена погибшая девочка, сообщили в пресс-службе МЧС республики. «Это 10-й погибший ребёнок с начала 2024 года», — уточнили в ведомстве. Пожар ликвидирован. К тушению привлекались 8 специалистов и 3 единицы техники. Причины и обстоятельства произошедшего устанавливаются. По указанию начальника Главного управления МЧС России по Республике Башкортостан Марата Латыпова на место направлена оперативная группа Главного управления, в том числе эксперт испытательной пожарной лаборатории и дознаватели МЧС России. --- Татпресса.ру № --- | 03.11.2024"
03.11.2024, Происшествия,"Упавшие деревья, сорванная кровля: в МЧС рассказали о последствиях непогоды в РТ","В МЧС рассказали о последствиях непогоды в Татарстане: на 2 ноября в ГУ МЧС России по Татарстану поступили 12 сообщений о падении деревьев и срыве кровель. В Бугульминском районе упали семь деревьев и с двух домов ветром сорвало кровлю. В Ютазинском и Буинском районах упало по одному дереву. В селе Крым-Сарай Бавлинского района частично сорвало кровлю со здания школы. На ж/д станции Акбаш Бугульминского района произошёл срыв кровли в одноэтажном двухквартирном жилом доме, где живет семья из пяти человек, из них трое детей. В Бугульме на улице Воровского сорвало кровлю с пятиэтажного жилого дома. Максимальные порывы ветра были зафиксированы в Бугульминском районе – 23 м/с, Лениногорском и Бавлинском районах – 20 м/с. Как сообщили «Татар-информу» в ГУ МЧС по РТ, пострадавших нет. Сейчас идут восстановительные работы. ГУ МЧС по РТ просит татарстанцев быть внимательными при порывах ветра: — на улице держитесь подальше от рекламных щитов, дорожных знаков, торговых павильонов, навесов, автобусных остановок и линий электропередач; — обходите стороной крупные деревья и не паркуйтесь рядом с ними автотранспорт. --- Татар-информ № --- | 03.11.2024"
02.11.2024, Происшествия,В Татарстане на трассе М7 после ДТП загорелись фуры,В Татарстане 2 ноября на 778 км автодороги М7 «Волга» столкнулись два грузовика. В результате оба транспортных средства загорелись. Из-за аварии образовалась огромная пробка. Движение в обе стороны перекрыто. На месте ДТП работают сотрудники автоинспекции. Госавтоинспекция МВД по Республике Татарстан призывает водителей неукоснительно соблюдать правила дорожного движения. --- Вести-Татарстан № --- | 02.11.2024
02.11.2024, Происшествия,В Башкирии сгорел дом многодетной семьи вместе с хозяином,"В Бураевском районе Башкирии сгорел дом многодетной семьи. Пожар произошел в жилом бревенчатом доме в деревне Каинлыково. Предварительно, по информации дознавателя МЧС России, горение началось с чулана, где постоянно курил хозяин дома. Совместными усилиями огнеборцев МЧС России и добровольцев пожар потушили. В ходе разбора конструкций был найден погибший 46-летний мужчина. Известно, что накануне пожара мать с четырьмя детьми уехала к родственникам. Теперь они временно будут проживать у них, сообщили в пресс-службе МЧС по РБ. --- Татпресса.ру № --- | 02.11.2024"
02.11.2024, Происшествия,В Казани рухнула стена нежилого двухэтажного дома,"В Авиастроительном районе Казани обрушилась стена нежилого двухэтажного дома. Инцидент произошел сегодня днем на улице Беломорской. Обрушилась часть стены у дома барачного типа. Как сообщили «Татар-информу» в ГУ МЧС России по РТ, пострадавших нет. --- Татар-информ № --- | 02.11.2024"
02.11.2024, Экология,В Казани за сутки выпало около трети месячной нормы осадков,"За прошедшие сутки в Казани выпало около трети месячной нормы осадков. Об этом «БИЗНЕС Online» сообщили в гидрометцентре РТ. Всего за день 1 ноября и ночь 2-го в Татарстане осадки выпали в виде мокрого снега и дождя. Больше всего осадков было в западных районах республики — от 6 до 14 мм, что составляет от 20 до 31% месячной нормы. В Казани же выпало около 14 мм — 31% нормы за месяц. Также в метеорологической службе подчеркнули, что погода соответствует переходному периоду. Фото: Татар-информ --- Татпресса.ру № --- | 02.11.2024"
02.11.2024, Культура,Театр Тинчурина претендует на победу в Национальном фестивале «Музыкальное сердце театра»,"Татарский государственный театр драмы и комедии им. К.Тинчурина впервые примет участие в Национальном фестивале и премии «Музыкальное сердце театра». В рамках фестиваля 17 ноября в 18.00 тинчуринцы представят хип-хоперу «Флешка, рэп һәм мәхәббәт» («Флешка, рэп и любовь») на сцене Самарского академического театра драмы им.М.Горького. Спектакль «Флешка, рэп һәм мәхәббәт» («Флешка, рэп и любовь», автор — Ильгиз Зайниев, режиссер — Туфан Имамутдинов) претендует на победу в 5 номинациях премии: • лучшая пьеса (Ильгиз Зайниев) • лучшая сценография (Лилия Имамутдинова) • лучшие костюмы (Лилия Имамутдинова) • лучшая исполнительница роли второго плана (Аделя Хасанова) • лучший спектакль Отметим, «Музыкальное сердце театра» — единственная национальная премия, которая фокусирует внимание исключительно на современном музыкальном театре во всем разнообразии его форм: музыкально-драматических спектаклях, рок-операх, мюзиклах, опереттах, лайт-операх и др., за исключением традиционной оперы. В этом году на конкурс поступило 100 заявок, в том числе из других стран, в общей сложности из 48 городов.В лонг-лист, сформированный Малым экспертным советом, вошло 20 постановок, среди которых был и спектакль «Флешка, рэп и любовь». Всего в шорт-лист премии вошло 17 спектаклей. Финал фестиваля «Музыкальное сердце театра» пройдет с 15 по 25 ноября в городах Тольятти и Самара. Обладатели премии будут объявлены 25 ноября в Самаре. В этом году впервые к участию в конкурсе принимались постановки из национальных театров России на национальных языках. Театр Тинчурина оказался единственным национальным театром России, вошедшим в лонг-лист премии. Напомним, премьера первой татарской рэп-оперы по пьесе Ильгиза Зайниева состоялась на сцене театра Тинчурина в марте 2024 года. Хип-хопера основана на творчестве первой татарской рэп-группы Ittifaq. --- Театр Тинчурина № --- | 02.11.2024"
02.11.2024, Культура,Спектакль «Гөргөри кияүләре» покажут на экране кинотеатра «Мир»,"«Татаркино» в рамках проекта «Кино + Театр» представит спектакль «Гөргөри кияүләре» («Зятья») по пьесе классика татарской драматургии Туфана Миннуллина. Этот спектакль, ставший настоящей жемчужиной татарского театра, впервые увидел свет рампы 21 мая 1995 года. Зрителей ждёт история о семейных отношениях, любви и предательстве, поданная через призму комедийных ситуаций и глубоких философских размышлений. --- Татаркино № --- | 02.11.2024"
02.11.2024, Происшествия,Татарстанец предстанет перед судом за смерть дочери в ДТП с квадроциклом,"Житель Лаишевского района РТ предстанет перед судом за смерть дочери в ДТП с квадроциклом. «Татар-информ» рассказывал, что в августе этого года в поле около села Сокуры 38-летний водитель квадроцикла не справился с управлением и опрокинулся. В результате водителя и восьмилетнюю девочку-пассажира выбросило на землю и придавило квадроциклом. Как сообщает Следственный комитет Татарстана, от полученных травм девочка скончалась на месте, а водителя госпитализировали. Мужчину обвиняют по статье «Причинение смерти по неосторожности». Свою вину он полностью признал. Уголовное дело направлено в суд для рассмотрения. --- Татар-информ № --- | 02.11.2024"
02.11.2024, Спорт,Валиева планирует вернуться в спорт после дисквалификации,"Российская фигуристка Камила Валиева планирует вернуться в спорт после дисквалификации. Об этом она сообщила в разговоре с журналистами. — Мысли вернуться в спорт есть. Оставлять спортивную карьеру в таком юном возрасте, наверное, глупо. Буду прикладывать все усилия, чтобы вновь радовать зрителей, себя, тренеров и, конечно, всех болельщиков, — подтвердила фигуристка. Напомним, в конце января CAS дисквалифицировал фигуристку Камилу Валиеву за нарушение антидопинговых правил, удовлетворив требование WADA о четырехлетнем наказании. Отстранение вступило в силу с 25 декабря 2021 года. Результаты Валиевой с этой даты аннулированы, ее лишили золота чемпионатов Европы и России. В связи с этим, результаты командного турнира Олимпиады-2022 в Пекине были пересмотрены. --- Реальное время № --- | 02.11.2024"
